order_details_id,order_id,order_date,order_time,order_date_day,order_date_month,order_date_year,order_time_hour,order_time_minute,order_time_second,order_date_day_name,order_date_weekflag,order_eat_time,menu_item_id,item_name,category,price,revenue
1,837,2023-01-14,20:12:27,14,1,2023,20,12,27,Saturday,Weekend,Evening Snack,117,Chicken Burrito,Mexican,12.95,6.475
1,838,2023-01-14,20:33:57,14,1,2023,20,33,57,Saturday,Weekend,Evening Snack,103,Hot Dog,American,9.0,4.5
2,838,2023-01-14,20:33:57,14,1,2023,20,33,57,Saturday,Weekend,Evening Snack,117,Chicken Burrito,Mexican,12.95,6.475
3,838,2023-01-14,20:33:57,14,1,2023,20,33,57,Saturday,Weekend,Evening Snack,132,Eggplant Parmesan,Italian,16.95,8.475
1,839,2023-01-14,20:40:40,14,1,2023,20,40,40,Saturday,Weekend,Evening Snack,129,Mushroom Ravioli,Italian,15.5,7.75
1,840,2023-01-14,20:46:12,14,1,2023,20,46,12,Saturday,Weekend,Evening Snack,117,Chicken Burrito,Mexican,12.95,6.475
1,841,2023-01-14,20:57:40,14,1,2023,20,57,40,Saturday,Weekend,Evening Snack,118,Steak Burrito,Mexican,14.95,7.475
1,842,2023-01-14,21:09:39,14,1,2023,21,9,39,Saturday,Weekend,Evening Snack,130,Shrimp Scampi,Italian,19.95,9.975
2,842,2023-01-14,21:09:39,14,1,2023,21,9,39,Saturday,Weekend,Evening Snack,131,Chicken Parmesan,Italian,17.95,8.975
3,842,2023-01-14,21:09:39,14,1,2023,21,9,39,Saturday,Weekend,Evening Snack,123,Chips & Guacamole,Mexican,9.0,4.5
1,843,2023-01-14,21:32:21,14,1,2023,21,32,21,Saturday,Weekend,Evening Snack,123,Chips & Guacamole,Mexican,9.0,4.5
1,844,2023-01-14,21:36:58,14,1,2023,21,36,58,Saturday,Weekend,Evening Snack,132,Eggplant Parmesan,Italian,16.95,8.475
1,845,2023-01-14,21:42:56,14,1,2023,21,42,56,Saturday,Weekend,Evening Snack,108,Tofu Pad Thai,Asian,14.5,7.25
2,845,2023-01-14,21:42:56,14,1,2023,21,42,56,Saturday,Weekend,Evening Snack,124,Spaghetti,Italian,14.5,7.25
3,845,2023-01-14,21:42:56,14,1,2023,21,42,56,Saturday,Weekend,Evening Snack,117,Chicken Burrito,Mexican,12.95,6.475
4,845,2023-01-14,21:42:56,14,1,2023,21,42,56,Saturday,Weekend,Evening Snack,105,Mac & Cheese,American,7.0,3.5
1,846,2023-01-14,22:16:24,14,1,2023,22,16,24,Saturday,Weekend,Evening Snack,102,Cheeseburger,American,13.95,6.975
2,846,2023-01-14,22:16:24,14,1,2023,22,16,24,Saturday,Weekend,Evening Snack,124,Spaghetti,Italian,14.5,7.25
1,847,2023-01-15,11:37:03,15,1,2023,11,37,3,Sunday,Weekend,Brunch,113,Edamame,Asian,5.0,2.5
1,848,2023-01-15,11:56:46,15,1,2023,11,56,46,Sunday,Weekend,Brunch,107,Orange Chicken,Asian,16.5,8.25
1,849,2023-01-15,12:08:30,15,1,2023,12,8,30,Sunday,Weekend,Lunch,108,Tofu Pad Thai,Asian,14.5,7.25
2,849,2023-01-15,12:08:30,15,1,2023,12,8,30,Sunday,Weekend,Lunch,120,Steak Torta,Mexican,13.95,6.975
3,849,2023-01-15,12:08:30,15,1,2023,12,8,30,Sunday,Weekend,Lunch,122,Chips & Salsa,Mexican,7.0,3.5
4,849,2023-01-15,12:08:30,15,1,2023,12,8,30,Sunday,Weekend,Lunch,122,Chips & Salsa,Mexican,7.0,3.5
1,850,2023-01-15,12:15:35,15,1,2023,12,15,35,Sunday,Weekend,Lunch,125,Spaghetti & Meatballs,Italian,17.95,8.975
2,850,2023-01-15,12:15:35,15,1,2023,12,15,35,Sunday,Weekend,Lunch,105,Mac & Cheese,American,7.0,3.5
3,850,2023-01-15,12:15:35,15,1,2023,12,15,35,Sunday,Weekend,Lunch,106,French Fries,American,7.0,3.5
1,851,2023-01-15,12:20:22,15,1,2023,12,20,22,Sunday,Weekend,Lunch,101,Hamburger,American,12.95,6.475
1,852,2023-01-15,12:33:51,15,1,2023,12,33,51,Sunday,Weekend,Lunch,106,French Fries,American,7.0,3.5
1,853,2023-01-15,12:36:39,15,1,2023,12,36,39,Sunday,Weekend,Lunch,113,Edamame,Asian,5.0,2.5
1,854,2023-01-15,12:51:19,15,1,2023,12,51,19,Sunday,Weekend,Lunch,113,Edamame,Asian,5.0,2.5
2,854,2023-01-15,12:51:19,15,1,2023,12,51,19,Sunday,Weekend,Lunch,121,Cheese Quesadillas,Mexican,10.5,5.25
1,855,2023-01-15,12:56:54,15,1,2023,12,56,54,Sunday,Weekend,Lunch,124,Spaghetti,Italian,14.5,7.25
2,855,2023-01-15,12:56:54,15,1,2023,12,56,54,Sunday,Weekend,Lunch,120,Steak Torta,Mexican,13.95,6.975
3,855,2023-01-15,12:56:54,15,1,2023,12,56,54,Sunday,Weekend,Lunch,105,Mac & Cheese,American,7.0,3.5
4,855,2023-01-15,12:56:54,15,1,2023,12,56,54,Sunday,Weekend,Lunch,130,Shrimp Scampi,Italian,19.95,9.975
5,855,2023-01-15,12:56:54,15,1,2023,12,56,54,Sunday,Weekend,Lunch,132,Eggplant Parmesan,Italian,16.95,8.475
1,856,2023-01-15,12:59:20,15,1,2023,12,59,20,Sunday,Weekend,Lunch,122,Chips & Salsa,Mexican,7.0,3.5
1,857,2023-01-15,13:01:53,15,1,2023,13,1,53,Sunday,Weekend,Lunch,111,California Roll,Asian,11.95,5.975
1,858,2023-01-15,13:03:42,15,1,2023,13,3,42,Sunday,Weekend,Lunch,118,Steak Burrito,Mexican,14.95,7.475
2,858,2023-01-15,13:03:42,15,1,2023,13,3,42,Sunday,Weekend,Lunch,106,French Fries,American,7.0,3.5
3,858,2023-01-15,13:03:42,15,1,2023,13,3,42,Sunday,Weekend,Lunch,132,Eggplant Parmesan,Italian,16.95,8.475
1,859,2023-01-15,13:05:13,15,1,2023,13,5,13,Sunday,Weekend,Lunch,107,Orange Chicken,Asian,16.5,8.25
2,859,2023-01-15,13:05:13,15,1,2023,13,5,13,Sunday,Weekend,Lunch,116,Steak Tacos,Mexican,13.95,6.975
3,859,2023-01-15,13:05:13,15,1,2023,13,5,13,Sunday,Weekend,Lunch,103,Hot Dog,American,9.0,4.5
4,859,2023-01-15,13:05:13,15,1,2023,13,5,13,Sunday,Weekend,Lunch,114,Potstickers,Asian,9.0,4.5
1,860,2023-01-15,13:07:53,15,1,2023,13,7,53,Sunday,Weekend,Lunch,120,Steak Torta,Mexican,13.95,6.975
2,860,2023-01-15,13:07:53,15,1,2023,13,7,53,Sunday,Weekend,Lunch,122,Chips & Salsa,Mexican,7.0,3.5
1,861,2023-01-15,13:08:44,15,1,2023,13,8,44,Sunday,Weekend,Lunch,119,Chicken Torta,Mexican,11.95,5.975
1,862,2023-01-15,13:10:45,15,1,2023,13,10,45,Sunday,Weekend,Lunch,105,Mac & Cheese,American,7.0,3.5
1,863,2023-01-15,13:12:29,15,1,2023,13,12,29,Sunday,Weekend,Lunch,106,French Fries,American,7.0,3.5
1,864,2023-01-15,14:04:23,15,1,2023,14,4,23,Sunday,Weekend,Afternoon Snack,107,Orange Chicken,Asian,16.5,8.25
2,864,2023-01-15,14:04:23,15,1,2023,14,4,23,Sunday,Weekend,Afternoon Snack,109,Korean Beef Bowl,Asian,17.95,8.975
3,864,2023-01-15,14:04:23,15,1,2023,14,4,23,Sunday,Weekend,Afternoon Snack,117,Chicken Burrito,Mexican,12.95,6.475
4,864,2023-01-15,14:04:23,15,1,2023,14,4,23,Sunday,Weekend,Afternoon Snack,128,Cheese Lasagna,Italian,15.5,7.75
5,864,2023-01-15,14:04:23,15,1,2023,14,4,23,Sunday,Weekend,Afternoon Snack,120,Steak Torta,Mexican,13.95,6.975
6,864,2023-01-15,14:04:23,15,1,2023,14,4,23,Sunday,Weekend,Afternoon Snack,131,Chicken Parmesan,Italian,17.95,8.975
7,864,2023-01-15,14:04:23,15,1,2023,14,4,23,Sunday,Weekend,Afternoon Snack,123,Chips & Guacamole,Mexican,9.0,4.5
8,864,2023-01-15,14:04:23,15,1,2023,14,4,23,Sunday,Weekend,Afternoon Snack,114,Potstickers,Asian,9.0,4.5
9,864,2023-01-15,14:04:23,15,1,2023,14,4,23,Sunday,Weekend,Afternoon Snack,132,Eggplant Parmesan,Italian,16.95,8.475
1,865,2023-01-15,14:10:00,15,1,2023,14,10,0,Sunday,Weekend,Afternoon Snack,108,Tofu Pad Thai,Asian,14.5,7.25
1,866,2023-01-15,14:18:09,15,1,2023,14,18,9,Sunday,Weekend,Afternoon Snack,118,Steak Burrito,Mexican,14.95,7.475
1,867,2023-01-15,14:19:28,15,1,2023,14,19,28,Sunday,Weekend,Afternoon Snack,109,Korean Beef Bowl,Asian,17.95,8.975
2,867,2023-01-15,14:19:28,15,1,2023,14,19,28,Sunday,Weekend,Afternoon Snack,109,Korean Beef Bowl,Asian,17.95,8.975
1,868,2023-01-15,14:27:25,15,1,2023,14,27,25,Sunday,Weekend,Afternoon Snack,121,Cheese Quesadillas,Mexican,10.5,5.25
1,869,2023-01-15,14:31:43,15,1,2023,14,31,43,Sunday,Weekend,Afternoon Snack,123,Chips & Guacamole,Mexican,9.0,4.5
2,869,2023-01-15,14:31:43,15,1,2023,14,31,43,Sunday,Weekend,Afternoon Snack,106,French Fries,American,7.0,3.5
1,870,2023-01-15,14:38:31,15,1,2023,14,38,31,Sunday,Weekend,Afternoon Snack,124,Spaghetti,Italian,14.5,7.25
2,870,2023-01-15,14:38:31,15,1,2023,14,38,31,Sunday,Weekend,Afternoon Snack,125,Spaghetti & Meatballs,Italian,17.95,8.975
1,871,2023-01-15,14:45:22,15,1,2023,14,45,22,Sunday,Weekend,Afternoon Snack,103,Hot Dog,American,9.0,4.5
1,872,2023-01-15,14:48:37,15,1,2023,14,48,37,Sunday,Weekend,Afternoon Snack,119,Chicken Torta,Mexican,11.95,5.975
1,873,2023-01-15,15:06:15,15,1,2023,15,6,15,Sunday,Weekend,Afternoon Snack,113,Edamame,Asian,5.0,2.5
1,874,2023-01-15,15:20:36,15,1,2023,15,20,36,Sunday,Weekend,Afternoon Snack,112,Salmon Roll,Asian,14.95,7.475
2,874,2023-01-15,15:20:36,15,1,2023,15,20,36,Sunday,Weekend,Afternoon Snack,105,Mac & Cheese,American,7.0,3.5
1,875,2023-01-15,15:23:21,15,1,2023,15,23,21,Sunday,Weekend,Afternoon Snack,102,Cheeseburger,American,13.95,6.975
1,876,2023-01-15,15:27:03,15,1,2023,15,27,3,Sunday,Weekend,Afternoon Snack,109,Korean Beef Bowl,Asian,17.95,8.975
2,876,2023-01-15,15:27:03,15,1,2023,15,27,3,Sunday,Weekend,Afternoon Snack,105,Mac & Cheese,American,7.0,3.5
3,876,2023-01-15,15:27:03,15,1,2023,15,27,3,Sunday,Weekend,Afternoon Snack,122,Chips & Salsa,Mexican,7.0,3.5
1,877,2023-01-15,15:32:59,15,1,2023,15,32,59,Sunday,Weekend,Afternoon Snack,125,Spaghetti & Meatballs,Italian,17.95,8.975
1,878,2023-01-15,16:05:58,15,1,2023,16,5,58,Sunday,Weekend,Afternoon Snack,102,Cheeseburger,American,13.95,6.975
1,879,2023-01-15,16:12:57,15,1,2023,16,12,57,Sunday,Weekend,Afternoon Snack,105,Mac & Cheese,American,7.0,3.5
2,879,2023-01-15,16:12:57,15,1,2023,16,12,57,Sunday,Weekend,Afternoon Snack,123,Chips & Guacamole,Mexican,9.0,4.5
3,879,2023-01-15,16:12:57,15,1,2023,16,12,57,Sunday,Weekend,Afternoon Snack,132,Eggplant Parmesan,Italian,16.95,8.475
1,880,2023-01-15,16:19:26,15,1,2023,16,19,26,Sunday,Weekend,Afternoon Snack,113,Edamame,Asian,5.0,2.5
2,880,2023-01-15,16:19:26,15,1,2023,16,19,26,Sunday,Weekend,Afternoon Snack,113,Edamame,Asian,5.0,2.5
1,881,2023-01-15,16:40:04,15,1,2023,16,40,4,Sunday,Weekend,Afternoon Snack,102,Cheeseburger,American,13.95,6.975
2,881,2023-01-15,16:40:04,15,1,2023,16,40,4,Sunday,Weekend,Afternoon Snack,117,Chicken Burrito,Mexican,12.95,6.475
1,882,2023-01-15,16:44:46,15,1,2023,16,44,46,Sunday,Weekend,Afternoon Snack,119,Chicken Torta,Mexican,11.95,5.975
2,882,2023-01-15,16:44:46,15,1,2023,16,44,46,Sunday,Weekend,Afternoon Snack,131,Chicken Parmesan,Italian,17.95,8.975
3,882,2023-01-15,16:44:46,15,1,2023,16,44,46,Sunday,Weekend,Afternoon Snack,106,French Fries,American,7.0,3.5
1,883,2023-01-15,16:56:05,15,1,2023,16,56,5,Sunday,Weekend,Afternoon Snack,102,Cheeseburger,American,13.95,6.975
2,883,2023-01-15,16:56:05,15,1,2023,16,56,5,Sunday,Weekend,Afternoon Snack,108,Tofu Pad Thai,Asian,14.5,7.25
3,883,2023-01-15,16:56:05,15,1,2023,16,56,5,Sunday,Weekend,Afternoon Snack,109,Korean Beef Bowl,Asian,17.95,8.975
4,883,2023-01-15,16:56:05,15,1,2023,16,56,5,Sunday,Weekend,Afternoon Snack,119,Chicken Torta,Mexican,11.95,5.975
1,884,2023-01-15,16:57:15,15,1,2023,16,57,15,Sunday,Weekend,Afternoon Snack,109,Korean Beef Bowl,Asian,17.95,8.975
1,885,2023-01-15,16:57:55,15,1,2023,16,57,55,Sunday,Weekend,Afternoon Snack,129,Mushroom Ravioli,Italian,15.5,7.75
2,885,2023-01-15,16:57:55,15,1,2023,16,57,55,Sunday,Weekend,Afternoon Snack,120,Steak Torta,Mexican,13.95,6.975
3,885,2023-01-15,16:57:55,15,1,2023,16,57,55,Sunday,Weekend,Afternoon Snack,122,Chips & Salsa,Mexican,7.0,3.5
1,886,2023-01-15,17:05:35,15,1,2023,17,5,35,Sunday,Weekend,Afternoon Snack,128,Cheese Lasagna,Italian,15.5,7.75
2,886,2023-01-15,17:05:35,15,1,2023,17,5,35,Sunday,Weekend,Afternoon Snack,120,Steak Torta,Mexican,13.95,6.975
3,886,2023-01-15,17:05:35,15,1,2023,17,5,35,Sunday,Weekend,Afternoon Snack,122,Chips & Salsa,Mexican,7.0,3.5
1,887,2023-01-15,17:13:58,15,1,2023,17,13,58,Sunday,Weekend,Afternoon Snack,113,Edamame,Asian,5.0,2.5
2,887,2023-01-15,17:13:58,15,1,2023,17,13,58,Sunday,Weekend,Afternoon Snack,122,Chips & Salsa,Mexican,7.0,3.5
1,888,2023-01-15,17:14:27,15,1,2023,17,14,27,Sunday,Weekend,Afternoon Snack,120,Steak Torta,Mexican,13.95,6.975
2,888,2023-01-15,17:14:27,15,1,2023,17,14,27,Sunday,Weekend,Afternoon Snack,121,Cheese Quesadillas,Mexican,10.5,5.25
1,889,2023-01-15,17:27:51,15,1,2023,17,27,51,Sunday,Weekend,Afternoon Snack,101,Hamburger,American,12.95,6.475
1,890,2023-01-15,17:32:25,15,1,2023,17,32,25,Sunday,Weekend,Afternoon Snack,125,Spaghetti & Meatballs,Italian,17.95,8.975
1,891,2023-01-15,17:43:34,15,1,2023,17,43,34,Sunday,Weekend,Afternoon Snack,130,Shrimp Scampi,Italian,19.95,9.975
1,892,2023-01-15,18:04:29,15,1,2023,18,4,29,Sunday,Weekend,Dinner,125,Spaghetti & Meatballs,Italian,17.95,8.975
2,892,2023-01-15,18:04:29,15,1,2023,18,4,29,Sunday,Weekend,Dinner,128,Cheese Lasagna,Italian,15.5,7.75
1,893,2023-01-15,18:15:22,15,1,2023,18,15,22,Sunday,Weekend,Dinner,125,Spaghetti & Meatballs,Italian,17.95,8.975
1,894,2023-01-15,18:17:26,15,1,2023,18,17,26,Sunday,Weekend,Dinner,111,California Roll,Asian,11.95,5.975
1,895,2023-01-15,18:18:11,15,1,2023,18,18,11,Sunday,Weekend,Dinner,101,Hamburger,American,12.95,6.475
2,895,2023-01-15,18:18:11,15,1,2023,18,18,11,Sunday,Weekend,Dinner,109,Korean Beef Bowl,Asian,17.95,8.975
3,895,2023-01-15,18:18:11,15,1,2023,18,18,11,Sunday,Weekend,Dinner,113,Edamame,Asian,5.0,2.5
1,896,2023-01-15,18:27:28,15,1,2023,18,27,28,Sunday,Weekend,Dinner,102,Cheeseburger,American,13.95,6.975
2,896,2023-01-15,18:27:28,15,1,2023,18,27,28,Sunday,Weekend,Dinner,124,Spaghetti,Italian,14.5,7.25
1,897,2023-01-15,18:53:07,15,1,2023,18,53,7,Sunday,Weekend,Dinner,110,Pork Ramen,Asian,17.95,8.975
2,897,2023-01-15,18:53:07,15,1,2023,18,53,7,Sunday,Weekend,Dinner,129,Mushroom Ravioli,Italian,15.5,7.75
3,897,2023-01-15,18:53:07,15,1,2023,18,53,7,Sunday,Weekend,Dinner,131,Chicken Parmesan,Italian,17.95,8.975
1,898,2023-01-15,18:56:49,15,1,2023,18,56,49,Sunday,Weekend,Dinner,108,Tofu Pad Thai,Asian,14.5,7.25
1,899,2023-01-15,19:06:14,15,1,2023,19,6,14,Sunday,Weekend,Dinner,122,Chips & Salsa,Mexican,7.0,3.5
1,900,2023-01-15,19:09:51,15,1,2023,19,9,51,Sunday,Weekend,Dinner,113,Edamame,Asian,5.0,2.5
2,900,2023-01-15,19:09:51,15,1,2023,19,9,51,Sunday,Weekend,Dinner,113,Edamame,Asian,5.0,2.5
1,901,2023-01-15,19:16:11,15,1,2023,19,16,11,Sunday,Weekend,Dinner,107,Orange Chicken,Asian,16.5,8.25
1,902,2023-01-15,19:21:00,15,1,2023,19,21,0,Sunday,Weekend,Dinner,118,Steak Burrito,Mexican,14.95,7.475
1,903,2023-01-15,19:27:22,15,1,2023,19,27,22,Sunday,Weekend,Dinner,108,Tofu Pad Thai,Asian,14.5,7.25
2,903,2023-01-15,19:27:22,15,1,2023,19,27,22,Sunday,Weekend,Dinner,118,Steak Burrito,Mexican,14.95,7.475
3,903,2023-01-15,19:27:22,15,1,2023,19,27,22,Sunday,Weekend,Dinner,121,Cheese Quesadillas,Mexican,10.5,5.25
1,904,2023-01-15,20:07:01,15,1,2023,20,7,1,Sunday,Weekend,Evening Snack,101,Hamburger,American,12.95,6.475
2,904,2023-01-15,20:07:01,15,1,2023,20,7,1,Sunday,Weekend,Evening Snack,112,Salmon Roll,Asian,14.95,7.475
1,905,2023-01-15,20:12:06,15,1,2023,20,12,6,Sunday,Weekend,Evening Snack,101,Hamburger,American,12.95,6.475
2,905,2023-01-15,20:12:06,15,1,2023,20,12,6,Sunday,Weekend,Evening Snack,127,Meat Lasagna,Italian,17.95,8.975
3,905,2023-01-15,20:12:06,15,1,2023,20,12,6,Sunday,Weekend,Evening Snack,132,Eggplant Parmesan,Italian,16.95,8.475
1,906,2023-01-15,20:51:59,15,1,2023,20,51,59,Sunday,Weekend,Evening Snack,121,Cheese Quesadillas,Mexican,10.5,5.25
2,906,2023-01-15,20:51:59,15,1,2023,20,51,59,Sunday,Weekend,Evening Snack,105,Mac & Cheese,American,7.0,3.5
1,907,2023-01-15,20:54:32,15,1,2023,20,54,32,Sunday,Weekend,Evening Snack,120,Steak Torta,Mexican,13.95,6.975
1,908,2023-01-15,21:42:32,15,1,2023,21,42,32,Sunday,Weekend,Evening Snack,113,Edamame,Asian,5.0,2.5
2,908,2023-01-15,21:42:32,15,1,2023,21,42,32,Sunday,Weekend,Evening Snack,106,French Fries,American,7.0,3.5
1,909,2023-01-16,11:19:25,16,1,2023,11,19,25,Monday,Weekday,Brunch,101,Hamburger,American,12.95,6.475
2,909,2023-01-16,11:19:25,16,1,2023,11,19,25,Monday,Weekday,Brunch,127,Meat Lasagna,Italian,17.95,8.975
3,909,2023-01-16,11:19:25,16,1,2023,11,19,25,Monday,Weekday,Brunch,122,Chips & Salsa,Mexican,7.0,3.5
1,910,2023-01-16,11:25:40,16,1,2023,11,25,40,Monday,Weekday,Brunch,110,Pork Ramen,Asian,17.95,8.975
2,910,2023-01-16,11:25:40,16,1,2023,11,25,40,Monday,Weekday,Brunch,119,Chicken Torta,Mexican,11.95,5.975
3,910,2023-01-16,11:25:40,16,1,2023,11,25,40,Monday,Weekday,Brunch,132,Eggplant Parmesan,Italian,16.95,8.475
1,911,2023-01-16,11:36:00,16,1,2023,11,36,0,Monday,Weekday,Brunch,101,Hamburger,American,12.95,6.475
2,911,2023-01-16,11:36:00,16,1,2023,11,36,0,Monday,Weekday,Brunch,131,Chicken Parmesan,Italian,17.95,8.975
1,912,2023-01-16,11:39:48,16,1,2023,11,39,48,Monday,Weekday,Brunch,112,Salmon Roll,Asian,14.95,7.475
1,913,2023-01-16,11:55:24,16,1,2023,11,55,24,Monday,Weekday,Brunch,123,Chips & Guacamole,Mexican,9.0,4.5
1,914,2023-01-16,12:14:22,16,1,2023,12,14,22,Monday,Weekday,Lunch,132,Eggplant Parmesan,Italian,16.95,8.475
1,915,2023-01-16,12:20:22,16,1,2023,12,20,22,Monday,Weekday,Lunch,101,Hamburger,American,12.95,6.475
2,915,2023-01-16,12:20:22,16,1,2023,12,20,22,Monday,Weekday,Lunch,124,Spaghetti,Italian,14.5,7.25
3,915,2023-01-16,12:20:22,16,1,2023,12,20,22,Monday,Weekday,Lunch,126,Fettuccine Alfredo,Italian,14.5,7.25
4,915,2023-01-16,12:20:22,16,1,2023,12,20,22,Monday,Weekday,Lunch,111,California Roll,Asian,11.95,5.975
5,915,2023-01-16,12:20:22,16,1,2023,12,20,22,Monday,Weekday,Lunch,113,Edamame,Asian,5.0,2.5
6,915,2023-01-16,12:20:22,16,1,2023,12,20,22,Monday,Weekday,Lunch,113,Edamame,Asian,5.0,2.5
7,915,2023-01-16,12:20:22,16,1,2023,12,20,22,Monday,Weekday,Lunch,119,Chicken Torta,Mexican,11.95,5.975
8,915,2023-01-16,12:20:22,16,1,2023,12,20,22,Monday,Weekday,Lunch,122,Chips & Salsa,Mexican,7.0,3.5
1,916,2023-01-16,12:30:09,16,1,2023,12,30,9,Monday,Weekday,Lunch,117,Chicken Burrito,Mexican,12.95,6.475
2,916,2023-01-16,12:30:09,16,1,2023,12,30,9,Monday,Weekday,Lunch,129,Mushroom Ravioli,Italian,15.5,7.75
3,916,2023-01-16,12:30:09,16,1,2023,12,30,9,Monday,Weekday,Lunch,113,Edamame,Asian,5.0,2.5
1,917,2023-01-16,12:34:15,16,1,2023,12,34,15,Monday,Weekday,Lunch,105,Mac & Cheese,American,7.0,3.5
1,918,2023-01-16,13:06:04,16,1,2023,13,6,4,Monday,Weekday,Lunch,131,Chicken Parmesan,Italian,17.95,8.975
1,919,2023-01-16,13:11:15,16,1,2023,13,11,15,Monday,Weekday,Lunch,111,California Roll,Asian,11.95,5.975
1,920,2023-01-16,13:16:55,16,1,2023,13,16,55,Monday,Weekday,Lunch,101,Hamburger,American,12.95,6.475
2,920,2023-01-16,13:16:55,16,1,2023,13,16,55,Monday,Weekday,Lunch,108,Tofu Pad Thai,Asian,14.5,7.25
1,921,2023-01-16,13:18:32,16,1,2023,13,18,32,Monday,Weekday,Lunch,105,Mac & Cheese,American,7.0,3.5
2,921,2023-01-16,13:18:32,16,1,2023,13,18,32,Monday,Weekday,Lunch,130,Shrimp Scampi,Italian,19.95,9.975
1,922,2023-01-16,13:19:43,16,1,2023,13,19,43,Monday,Weekday,Lunch,116,Steak Tacos,Mexican,13.95,6.975
2,922,2023-01-16,13:19:43,16,1,2023,13,19,43,Monday,Weekday,Lunch,113,Edamame,Asian,5.0,2.5
3,922,2023-01-16,13:19:43,16,1,2023,13,19,43,Monday,Weekday,Lunch,105,Mac & Cheese,American,7.0,3.5
1,923,2023-01-16,13:23:29,16,1,2023,13,23,29,Monday,Weekday,Lunch,129,Mushroom Ravioli,Italian,15.5,7.75
2,923,2023-01-16,13:23:29,16,1,2023,13,23,29,Monday,Weekday,Lunch,131,Chicken Parmesan,Italian,17.95,8.975
1,924,2023-01-16,13:27:57,16,1,2023,13,27,57,Monday,Weekday,Lunch,113,Edamame,Asian,5.0,2.5
2,924,2023-01-16,13:27:57,16,1,2023,13,27,57,Monday,Weekday,Lunch,105,Mac & Cheese,American,7.0,3.5
1,925,2023-01-16,13:42:47,16,1,2023,13,42,47,Monday,Weekday,Lunch,132,Eggplant Parmesan,Italian,16.95,8.475
1,926,2023-01-16,13:51:38,16,1,2023,13,51,38,Monday,Weekday,Lunch,108,Tofu Pad Thai,Asian,14.5,7.25
2,926,2023-01-16,13:51:38,16,1,2023,13,51,38,Monday,Weekday,Lunch,113,Edamame,Asian,5.0,2.5
3,926,2023-01-16,13:51:38,16,1,2023,13,51,38,Monday,Weekday,Lunch,120,Steak Torta,Mexican,13.95,6.975
4,926,2023-01-16,13:51:38,16,1,2023,13,51,38,Monday,Weekday,Lunch,132,Eggplant Parmesan,Italian,16.95,8.475
1,927,2023-01-16,13:59:21,16,1,2023,13,59,21,Monday,Weekday,Lunch,102,Cheeseburger,American,13.95,6.975
2,927,2023-01-16,13:59:21,16,1,2023,13,59,21,Monday,Weekday,Lunch,103,Hot Dog,American,9.0,4.5
3,927,2023-01-16,13:59:21,16,1,2023,13,59,21,Monday,Weekday,Lunch,108,Tofu Pad Thai,Asian,14.5,7.25
4,927,2023-01-16,13:59:21,16,1,2023,13,59,21,Monday,Weekday,Lunch,125,Spaghetti & Meatballs,Italian,17.95,8.975
5,927,2023-01-16,13:59:21,16,1,2023,13,59,21,Monday,Weekday,Lunch,109,Korean Beef Bowl,Asian,17.95,8.975
6,927,2023-01-16,13:59:21,16,1,2023,13,59,21,Monday,Weekday,Lunch,110,Pork Ramen,Asian,17.95,8.975
7,927,2023-01-16,13:59:21,16,1,2023,13,59,21,Monday,Weekday,Lunch,129,Mushroom Ravioli,Italian,15.5,7.75
8,927,2023-01-16,13:59:21,16,1,2023,13,59,21,Monday,Weekday,Lunch,111,California Roll,Asian,11.95,5.975
9,927,2023-01-16,13:59:21,16,1,2023,13,59,21,Monday,Weekday,Lunch,131,Chicken Parmesan,Italian,17.95,8.975
1,928,2023-01-16,14:14:40,16,1,2023,14,14,40,Monday,Weekday,Afternoon Snack,102,Cheeseburger,American,13.95,6.975
2,928,2023-01-16,14:14:40,16,1,2023,14,14,40,Monday,Weekday,Afternoon Snack,106,French Fries,American,7.0,3.5
1,929,2023-01-16,14:24:45,16,1,2023,14,24,45,Monday,Weekday,Afternoon Snack,124,Spaghetti,Italian,14.5,7.25
1,930,2023-01-16,15:00:11,16,1,2023,15,0,11,Monday,Weekday,Afternoon Snack,110,Pork Ramen,Asian,17.95,8.975
2,930,2023-01-16,15:00:11,16,1,2023,15,0,11,Monday,Weekday,Afternoon Snack,111,California Roll,Asian,11.95,5.975
3,930,2023-01-16,15:00:11,16,1,2023,15,0,11,Monday,Weekday,Afternoon Snack,112,Salmon Roll,Asian,14.95,7.475
1,931,2023-01-16,15:27:24,16,1,2023,15,27,24,Monday,Weekday,Afternoon Snack,101,Hamburger,American,12.95,6.475
2,931,2023-01-16,15:27:24,16,1,2023,15,27,24,Monday,Weekday,Afternoon Snack,124,Spaghetti,Italian,14.5,7.25
3,931,2023-01-16,15:27:24,16,1,2023,15,27,24,Monday,Weekday,Afternoon Snack,118,Steak Burrito,Mexican,14.95,7.475
1,932,2023-01-16,15:33:19,16,1,2023,15,33,19,Monday,Weekday,Afternoon Snack,116,Steak Tacos,Mexican,13.95,6.975
2,932,2023-01-16,15:33:19,16,1,2023,15,33,19,Monday,Weekday,Afternoon Snack,106,French Fries,American,7.0,3.5
1,933,2023-01-16,15:49:05,16,1,2023,15,49,5,Monday,Weekday,Afternoon Snack,124,Spaghetti,Italian,14.5,7.25
1,934,2023-01-16,15:55:24,16,1,2023,15,55,24,Monday,Weekday,Afternoon Snack,106,French Fries,American,7.0,3.5
