order_id,order_details_id,item_id,quantity,order_date_id,order_date,order_date_day,order_date_month,order_date_year,order_date_week,order_date_quarter,order_time_id,order_time,order_time_hour,order_time_minute,order_time_second,order_time_am_pm,order_date_day_name,order_date_weekflag,order_eat_time
701,1,109,1,20230112,2023-01-12,12,1,2023,2,1,143339,14:33:39,14,33,39,PM,Thursday,Weekday,Afternoon Snack
701,2,119,1,20230112,2023-01-12,12,1,2023,2,1,143339,14:33:39,14,33,39,PM,Thursday,Weekday,Afternoon Snack
702,1,101,1,20230112,2023-01-12,12,1,2023,2,1,143835,14:38:35,14,38,35,PM,Thursday,Weekday,Afternoon Snack
702,2,120,1,20230112,2023-01-12,12,1,2023,2,1,143835,14:38:35,14,38,35,PM,Thursday,Weekday,Afternoon Snack
703,1,118,1,20230112,2023-01-12,12,1,2023,2,1,150801,15:08:01,15,8,1,PM,Thursday,Weekday,Afternoon Snack
704,1,116,1,20230112,2023-01-12,12,1,2023,2,1,152825,15:28:25,15,28,25,PM,Thursday,Weekday,Afternoon Snack
704,2,128,1,20230112,2023-01-12,12,1,2023,2,1,152825,15:28:25,15,28,25,PM,Thursday,Weekday,Afternoon Snack
705,1,105,1,20230112,2023-01-12,12,1,2023,2,1,153100,15:31:00,15,31,0,PM,Thursday,Weekday,Afternoon Snack
705,2,117,1,20230112,2023-01-12,12,1,2023,2,1,153100,15:31:00,15,31,0,PM,Thursday,Weekday,Afternoon Snack
705,3,126,1,20230112,2023-01-12,12,1,2023,2,1,153100,15:31:00,15,31,0,PM,Thursday,Weekday,Afternoon Snack
706,1,102,1,20230112,2023-01-12,12,1,2023,2,1,153904,15:39:04,15,39,4,PM,Thursday,Weekday,Afternoon Snack
706,2,111,1,20230112,2023-01-12,12,1,2023,2,1,153904,15:39:04,15,39,4,PM,Thursday,Weekday,Afternoon Snack
707,1,101,1,20230112,2023-01-12,12,1,2023,2,1,154132,15:41:32,15,41,32,PM,Thursday,Weekday,Afternoon Snack
707,2,105,1,20230112,2023-01-12,12,1,2023,2,1,154132,15:41:32,15,41,32,PM,Thursday,Weekday,Afternoon Snack
707,3,118,1,20230112,2023-01-12,12,1,2023,2,1,154132,15:41:32,15,41,32,PM,Thursday,Weekday,Afternoon Snack
708,1,125,1,20230112,2023-01-12,12,1,2023,2,1,155244,15:52:44,15,52,44,PM,Thursday,Weekday,Afternoon Snack
709,1,101,1,20230112,2023-01-12,12,1,2023,2,1,155356,15:53:56,15,53,56,PM,Thursday,Weekday,Afternoon Snack
710,1,105,1,20230112,2023-01-12,12,1,2023,2,1,155952,15:59:52,15,59,52,PM,Thursday,Weekday,Afternoon Snack
710,2,109,1,20230112,2023-01-12,12,1,2023,2,1,155952,15:59:52,15,59,52,PM,Thursday,Weekday,Afternoon Snack
710,3,114,1,20230112,2023-01-12,12,1,2023,2,1,155952,15:59:52,15,59,52,PM,Thursday,Weekday,Afternoon Snack
711,1,103,1,20230112,2023-01-12,12,1,2023,2,1,162110,16:21:10,16,21,10,PM,Thursday,Weekday,Afternoon Snack
711,2,112,1,20230112,2023-01-12,12,1,2023,2,1,162110,16:21:10,16,21,10,PM,Thursday,Weekday,Afternoon Snack
711,3,120,1,20230112,2023-01-12,12,1,2023,2,1,162110,16:21:10,16,21,10,PM,Thursday,Weekday,Afternoon Snack
711,4,129,1,20230112,2023-01-12,12,1,2023,2,1,162110,16:21:10,16,21,10,PM,Thursday,Weekday,Afternoon Snack
712,1,127,1,20230112,2023-01-12,12,1,2023,2,1,162218,16:22:18,16,22,18,PM,Thursday,Weekday,Afternoon Snack
713,1,124,1,20230112,2023-01-12,12,1,2023,2,1,163156,16:31:56,16,31,56,PM,Thursday,Weekday,Afternoon Snack
713,2,128,1,20230112,2023-01-12,12,1,2023,2,1,163156,16:31:56,16,31,56,PM,Thursday,Weekday,Afternoon Snack
714,1,108,1,20230112,2023-01-12,12,1,2023,2,1,165508,16:55:08,16,55,8,PM,Thursday,Weekday,Afternoon Snack
714,2,109,2,20230112,2023-01-12,12,1,2023,2,1,165508,16:55:08,16,55,8,PM,Thursday,Weekday,Afternoon Snack
714,3,110,1,20230112,2023-01-12,12,1,2023,2,1,165508,16:55:08,16,55,8,PM,Thursday,Weekday,Afternoon Snack
715,1,113,1,20230112,2023-01-12,12,1,2023,2,1,170533,17:05:33,17,5,33,PM,Thursday,Weekday,Afternoon Snack
715,2,118,1,20230112,2023-01-12,12,1,2023,2,1,170533,17:05:33,17,5,33,PM,Thursday,Weekday,Afternoon Snack
715,3,131,1,20230112,2023-01-12,12,1,2023,2,1,170533,17:05:33,17,5,33,PM,Thursday,Weekday,Afternoon Snack
716,1,107,1,20230112,2023-01-12,12,1,2023,2,1,170605,17:06:05,17,6,5,PM,Thursday,Weekday,Afternoon Snack
717,1,101,1,20230112,2023-01-12,12,1,2023,2,1,172444,17:24:44,17,24,44,PM,Thursday,Weekday,Afternoon Snack
717,2,105,1,20230112,2023-01-12,12,1,2023,2,1,172444,17:24:44,17,24,44,PM,Thursday,Weekday,Afternoon Snack
718,1,102,1,20230112,2023-01-12,12,1,2023,2,1,174630,17:46:30,17,46,30,PM,Thursday,Weekday,Afternoon Snack
718,2,105,1,20230112,2023-01-12,12,1,2023,2,1,174630,17:46:30,17,46,30,PM,Thursday,Weekday,Afternoon Snack
719,1,101,1,20230112,2023-01-12,12,1,2023,2,1,175227,17:52:27,17,52,27,PM,Thursday,Weekday,Afternoon Snack
719,2,129,1,20230112,2023-01-12,12,1,2023,2,1,175227,17:52:27,17,52,27,PM,Thursday,Weekday,Afternoon Snack
720,1,111,1,20230112,2023-01-12,12,1,2023,2,1,175359,17:53:59,17,53,59,PM,Thursday,Weekday,Afternoon Snack
720,2,112,1,20230112,2023-01-12,12,1,2023,2,1,175359,17:53:59,17,53,59,PM,Thursday,Weekday,Afternoon Snack
720,3,120,1,20230112,2023-01-12,12,1,2023,2,1,175359,17:53:59,17,53,59,PM,Thursday,Weekday,Afternoon Snack
720,4,126,1,20230112,2023-01-12,12,1,2023,2,1,175359,17:53:59,17,53,59,PM,Thursday,Weekday,Afternoon Snack
721,1,108,1,20230112,2023-01-12,12,1,2023,2,1,181715,18:17:15,18,17,15,PM,Thursday,Weekday,Dinner
721,2,122,1,20230112,2023-01-12,12,1,2023,2,1,181715,18:17:15,18,17,15,PM,Thursday,Weekday,Dinner
722,1,111,1,20230112,2023-01-12,12,1,2023,2,1,182058,18:20:58,18,20,58,PM,Thursday,Weekday,Dinner
722,2,130,1,20230112,2023-01-12,12,1,2023,2,1,182058,18:20:58,18,20,58,PM,Thursday,Weekday,Dinner
723,1,101,1,20230112,2023-01-12,12,1,2023,2,1,182104,18:21:04,18,21,4,PM,Thursday,Weekday,Dinner
723,2,113,1,20230112,2023-01-12,12,1,2023,2,1,182104,18:21:04,18,21,4,PM,Thursday,Weekday,Dinner
724,1,105,1,20230112,2023-01-12,12,1,2023,2,1,182447,18:24:47,18,24,47,PM,Thursday,Weekday,Dinner
724,2,107,1,20230112,2023-01-12,12,1,2023,2,1,182447,18:24:47,18,24,47,PM,Thursday,Weekday,Dinner
724,3,126,1,20230112,2023-01-12,12,1,2023,2,1,182447,18:24:47,18,24,47,PM,Thursday,Weekday,Dinner
725,1,106,1,20230112,2023-01-12,12,1,2023,2,1,183314,18:33:14,18,33,14,PM,Thursday,Weekday,Dinner
725,2,107,1,20230112,2023-01-12,12,1,2023,2,1,183314,18:33:14,18,33,14,PM,Thursday,Weekday,Dinner
725,3,129,1,20230112,2023-01-12,12,1,2023,2,1,183314,18:33:14,18,33,14,PM,Thursday,Weekday,Dinner
726,1,120,1,20230112,2023-01-12,12,1,2023,2,1,183425,18:34:25,18,34,25,PM,Thursday,Weekday,Dinner
727,1,120,1,20230112,2023-01-12,12,1,2023,2,1,184457,18:44:57,18,44,57,PM,Thursday,Weekday,Dinner
728,1,105,1,20230112,2023-01-12,12,1,2023,2,1,185317,18:53:17,18,53,17,PM,Thursday,Weekday,Dinner
728,2,106,1,20230112,2023-01-12,12,1,2023,2,1,185317,18:53:17,18,53,17,PM,Thursday,Weekday,Dinner
728,3,114,1,20230112,2023-01-12,12,1,2023,2,1,185317,18:53:17,18,53,17,PM,Thursday,Weekday,Dinner
729,1,108,1,20230112,2023-01-12,12,1,2023,2,1,192041,19:20:41,19,20,41,PM,Thursday,Weekday,Dinner
729,2,109,1,20230112,2023-01-12,12,1,2023,2,1,192041,19:20:41,19,20,41,PM,Thursday,Weekday,Dinner
729,3,120,1,20230112,2023-01-12,12,1,2023,2,1,192041,19:20:41,19,20,41,PM,Thursday,Weekday,Dinner
730,1,117,1,20230112,2023-01-12,12,1,2023,2,1,192200,19:22:00,19,22,0,PM,Thursday,Weekday,Dinner
731,1,120,1,20230112,2023-01-12,12,1,2023,2,1,192747,19:27:47,19,27,47,PM,Thursday,Weekday,Dinner
731,2,132,1,20230112,2023-01-12,12,1,2023,2,1,192747,19:27:47,19,27,47,PM,Thursday,Weekday,Dinner
732,1,131,1,20230112,2023-01-12,12,1,2023,2,1,193017,19:30:17,19,30,17,PM,Thursday,Weekday,Dinner
733,1,102,1,20230112,2023-01-12,12,1,2023,2,1,195736,19:57:36,19,57,36,PM,Thursday,Weekday,Dinner
733,2,106,1,20230112,2023-01-12,12,1,2023,2,1,195736,19:57:36,19,57,36,PM,Thursday,Weekday,Dinner
733,3,110,1,20230112,2023-01-12,12,1,2023,2,1,195736,19:57:36,19,57,36,PM,Thursday,Weekday,Dinner
733,4,113,1,20230112,2023-01-12,12,1,2023,2,1,195736,19:57:36,19,57,36,PM,Thursday,Weekday,Dinner
734,1,113,1,20230112,2023-01-12,12,1,2023,2,1,200030,20:00:30,20,0,30,PM,Thursday,Weekday,Evening Snack
735,1,104,1,20230112,2023-01-12,12,1,2023,2,1,203534,20:35:34,20,35,34,PM,Thursday,Weekday,Evening Snack
735,2,112,2,20230112,2023-01-12,12,1,2023,2,1,203534,20:35:34,20,35,34,PM,Thursday,Weekday,Evening Snack
736,1,124,1,20230112,2023-01-12,12,1,2023,2,1,213514,21:35:14,21,35,14,PM,Thursday,Weekday,Evening Snack
736,2,132,1,20230112,2023-01-12,12,1,2023,2,1,213514,21:35:14,21,35,14,PM,Thursday,Weekday,Evening Snack
737,1,101,1,20230113,2023-01-13,13,1,2023,2,1,113134,11:31:34,11,31,34,AM,Friday,Weekday,Brunch
737,2,106,1,20230113,2023-01-13,13,1,2023,2,1,113134,11:31:34,11,31,34,AM,Friday,Weekday,Brunch
738,1,105,1,20230113,2023-01-13,13,1,2023,2,1,121647,12:16:47,12,16,47,PM,Friday,Weekday,Lunch
739,1,107,1,20230113,2023-01-13,13,1,2023,2,1,121938,12:19:38,12,19,38,PM,Friday,Weekday,Lunch
740,1,102,1,20230113,2023-01-13,13,1,2023,2,1,122951,12:29:51,12,29,51,PM,Friday,Weekday,Lunch
740,2,104,1,20230113,2023-01-13,13,1,2023,2,1,122951,12:29:51,12,29,51,PM,Friday,Weekday,Lunch
740,3,110,1,20230113,2023-01-13,13,1,2023,2,1,122951,12:29:51,12,29,51,PM,Friday,Weekday,Lunch
740,4,111,1,20230113,2023-01-13,13,1,2023,2,1,122951,12:29:51,12,29,51,PM,Friday,Weekday,Lunch
740,5,117,1,20230113,2023-01-13,13,1,2023,2,1,122951,12:29:51,12,29,51,PM,Friday,Weekday,Lunch
740,6,119,1,20230113,2023-01-13,13,1,2023,2,1,122951,12:29:51,12,29,51,PM,Friday,Weekday,Lunch
740,7,120,1,20230113,2023-01-13,13,1,2023,2,1,122951,12:29:51,12,29,51,PM,Friday,Weekday,Lunch
740,8,124,1,20230113,2023-01-13,13,1,2023,2,1,122951,12:29:51,12,29,51,PM,Friday,Weekday,Lunch
740,9,125,1,20230113,2023-01-13,13,1,2023,2,1,122951,12:29:51,12,29,51,PM,Friday,Weekday,Lunch
740,10,131,3,20230113,2023-01-13,13,1,2023,2,1,122951,12:29:51,12,29,51,PM,Friday,Weekday,Lunch
741,1,111,1,20230113,2023-01-13,13,1,2023,2,1,124909,12:49:09,12,49,9,PM,Friday,Weekday,Lunch
742,1,101,1,20230113,2023-01-13,13,1,2023,2,1,125301,12:53:01,12,53,1,PM,Friday,Weekday,Lunch
743,1,111,1,20230113,2023-01-13,13,1,2023,2,1,130832,13:08:32,13,8,32,PM,Friday,Weekday,Lunch
744,1,118,1,20230113,2023-01-13,13,1,2023,2,1,133448,13:34:48,13,34,48,PM,Friday,Weekday,Lunch
745,1,101,1,20230113,2023-01-13,13,1,2023,2,1,133653,13:36:53,13,36,53,PM,Friday,Weekday,Lunch
745,2,102,1,20230113,2023-01-13,13,1,2023,2,1,133653,13:36:53,13,36,53,PM,Friday,Weekday,Lunch
745,3,108,1,20230113,2023-01-13,13,1,2023,2,1,133653,13:36:53,13,36,53,PM,Friday,Weekday,Lunch
745,4,111,1,20230113,2023-01-13,13,1,2023,2,1,133653,13:36:53,13,36,53,PM,Friday,Weekday,Lunch
745,5,114,1,20230113,2023-01-13,13,1,2023,2,1,133653,13:36:53,13,36,53,PM,Friday,Weekday,Lunch
745,6,125,1,20230113,2023-01-13,13,1,2023,2,1,133653,13:36:53,13,36,53,PM,Friday,Weekday,Lunch
745,7,128,1,20230113,2023-01-13,13,1,2023,2,1,133653,13:36:53,13,36,53,PM,Friday,Weekday,Lunch
746,1,122,1,20230113,2023-01-13,13,1,2023,2,1,134113,13:41:13,13,41,13,PM,Friday,Weekday,Lunch
746,2,132,1,20230113,2023-01-13,13,1,2023,2,1,134113,13:41:13,13,41,13,PM,Friday,Weekday,Lunch
747,1,120,1,20230113,2023-01-13,13,1,2023,2,1,141502,14:15:02,14,15,2,PM,Friday,Weekday,Afternoon Snack
747,2,122,1,20230113,2023-01-13,13,1,2023,2,1,141502,14:15:02,14,15,2,PM,Friday,Weekday,Afternoon Snack
747,3,129,1,20230113,2023-01-13,13,1,2023,2,1,141502,14:15:02,14,15,2,PM,Friday,Weekday,Afternoon Snack
748,1,124,1,20230113,2023-01-13,13,1,2023,2,1,142731,14:27:31,14,27,31,PM,Friday,Weekday,Afternoon Snack
749,1,113,1,20230113,2023-01-13,13,1,2023,2,1,142923,14:29:23,14,29,23,PM,Friday,Weekday,Afternoon Snack
750,1,112,1,20230113,2023-01-13,13,1,2023,2,1,144809,14:48:09,14,48,9,PM,Friday,Weekday,Afternoon Snack
751,1,109,1,20230113,2023-01-13,13,1,2023,2,1,150735,15:07:35,15,7,35,PM,Friday,Weekday,Afternoon Snack
751,2,111,1,20230113,2023-01-13,13,1,2023,2,1,150735,15:07:35,15,7,35,PM,Friday,Weekday,Afternoon Snack
751,3,116,1,20230113,2023-01-13,13,1,2023,2,1,150735,15:07:35,15,7,35,PM,Friday,Weekday,Afternoon Snack
751,4,132,1,20230113,2023-01-13,13,1,2023,2,1,150735,15:07:35,15,7,35,PM,Friday,Weekday,Afternoon Snack
752,1,109,1,20230113,2023-01-13,13,1,2023,2,1,151925,15:19:25,15,19,25,PM,Friday,Weekday,Afternoon Snack
752,2,121,1,20230113,2023-01-13,13,1,2023,2,1,151925,15:19:25,15,19,25,PM,Friday,Weekday,Afternoon Snack
753,1,109,1,20230113,2023-01-13,13,1,2023,2,1,152211,15:22:11,15,22,11,PM,Friday,Weekday,Afternoon Snack
753,2,117,1,20230113,2023-01-13,13,1,2023,2,1,152211,15:22:11,15,22,11,PM,Friday,Weekday,Afternoon Snack
753,3,119,1,20230113,2023-01-13,13,1,2023,2,1,152211,15:22:11,15,22,11,PM,Friday,Weekday,Afternoon Snack
753,4,126,1,20230113,2023-01-13,13,1,2023,2,1,152211,15:22:11,15,22,11,PM,Friday,Weekday,Afternoon Snack
754,1,105,1,20230113,2023-01-13,13,1,2023,2,1,154756,15:47:56,15,47,56,PM,Friday,Weekday,Afternoon Snack
754,2,112,1,20230113,2023-01-13,13,1,2023,2,1,154756,15:47:56,15,47,56,PM,Friday,Weekday,Afternoon Snack
755,1,101,1,20230113,2023-01-13,13,1,2023,2,1,155049,15:50:49,15,50,49,PM,Friday,Weekday,Afternoon Snack
755,2,125,1,20230113,2023-01-13,13,1,2023,2,1,155049,15:50:49,15,50,49,PM,Friday,Weekday,Afternoon Snack
756,1,104,1,20230113,2023-01-13,13,1,2023,2,1,155511,15:55:11,15,55,11,PM,Friday,Weekday,Afternoon Snack
756,2,130,1,20230113,2023-01-13,13,1,2023,2,1,155511,15:55:11,15,55,11,PM,Friday,Weekday,Afternoon Snack
756,3,132,1,20230113,2023-01-13,13,1,2023,2,1,155511,15:55:11,15,55,11,PM,Friday,Weekday,Afternoon Snack
757,1,111,1,20230113,2023-01-13,13,1,2023,2,1,161034,16:10:34,16,10,34,PM,Friday,Weekday,Afternoon Snack
757,2,113,1,20230113,2023-01-13,13,1,2023,2,1,161034,16:10:34,16,10,34,PM,Friday,Weekday,Afternoon Snack
757,3,122,1,20230113,2023-01-13,13,1,2023,2,1,161034,16:10:34,16,10,34,PM,Friday,Weekday,Afternoon Snack
757,4,132,1,20230113,2023-01-13,13,1,2023,2,1,161034,16:10:34,16,10,34,PM,Friday,Weekday,Afternoon Snack
758,1,119,1,20230113,2023-01-13,13,1,2023,2,1,161443,16:14:43,16,14,43,PM,Friday,Weekday,Afternoon Snack
758,2,125,1,20230113,2023-01-13,13,1,2023,2,1,161443,16:14:43,16,14,43,PM,Friday,Weekday,Afternoon Snack
759,1,116,1,20230113,2023-01-13,13,1,2023,2,1,161456,16:14:56,16,14,56,PM,Friday,Weekday,Afternoon Snack
760,1,102,1,20230113,2023-01-13,13,1,2023,2,1,162740,16:27:40,16,27,40,PM,Friday,Weekday,Afternoon Snack
761,1,120,1,20230113,2023-01-13,13,1,2023,2,1,163020,16:30:20,16,30,20,PM,Friday,Weekday,Afternoon Snack
761,2,121,1,20230113,2023-01-13,13,1,2023,2,1,163020,16:30:20,16,30,20,PM,Friday,Weekday,Afternoon Snack
762,1,106,1,20230113,2023-01-13,13,1,2023,2,1,163636,16:36:36,16,36,36,PM,Friday,Weekday,Afternoon Snack
762,2,110,1,20230113,2023-01-13,13,1,2023,2,1,163636,16:36:36,16,36,36,PM,Friday,Weekday,Afternoon Snack
762,3,121,1,20230113,2023-01-13,13,1,2023,2,1,163636,16:36:36,16,36,36,PM,Friday,Weekday,Afternoon Snack
763,1,108,1,20230113,2023-01-13,13,1,2023,2,1,163857,16:38:57,16,38,57,PM,Friday,Weekday,Afternoon Snack
764,1,117,1,20230113,2023-01-13,13,1,2023,2,1,163939,16:39:39,16,39,39,PM,Friday,Weekday,Afternoon Snack
765,1,102,1,20230113,2023-01-13,13,1,2023,2,1,171141,17:11:41,17,11,41,PM,Friday,Weekday,Afternoon Snack
765,2,110,1,20230113,2023-01-13,13,1,2023,2,1,171141,17:11:41,17,11,41,PM,Friday,Weekday,Afternoon Snack
765,3,118,1,20230113,2023-01-13,13,1,2023,2,1,171141,17:11:41,17,11,41,PM,Friday,Weekday,Afternoon Snack
765,4,120,1,20230113,2023-01-13,13,1,2023,2,1,171141,17:11:41,17,11,41,PM,Friday,Weekday,Afternoon Snack
766,1,105,1,20230113,2023-01-13,13,1,2023,2,1,172145,17:21:45,17,21,45,PM,Friday,Weekday,Afternoon Snack
766,2,127,1,20230113,2023-01-13,13,1,2023,2,1,172145,17:21:45,17,21,45,PM,Friday,Weekday,Afternoon Snack
766,3,129,1,20230113,2023-01-13,13,1,2023,2,1,172145,17:21:45,17,21,45,PM,Friday,Weekday,Afternoon Snack
767,1,108,1,20230113,2023-01-13,13,1,2023,2,1,172148,17:21:48,17,21,48,PM,Friday,Weekday,Afternoon Snack
768,1,115,1,20230113,2023-01-13,13,1,2023,2,1,172334,17:23:34,17,23,34,PM,Friday,Weekday,Afternoon Snack
769,1,125,1,20230113,2023-01-13,13,1,2023,2,1,174317,17:43:17,17,43,17,PM,Friday,Weekday,Afternoon Snack
770,1,118,1,20230113,2023-01-13,13,1,2023,2,1,174413,17:44:13,17,44,13,PM,Friday,Weekday,Afternoon Snack
770,2,120,1,20230113,2023-01-13,13,1,2023,2,1,174413,17:44:13,17,44,13,PM,Friday,Weekday,Afternoon Snack
771,1,102,1,20230113,2023-01-13,13,1,2023,2,1,175932,17:59:32,17,59,32,PM,Friday,Weekday,Afternoon Snack
771,2,120,1,20230113,2023-01-13,13,1,2023,2,1,175932,17:59:32,17,59,32,PM,Friday,Weekday,Afternoon Snack
772,1,127,1,20230113,2023-01-13,13,1,2023,2,1,180759,18:07:59,18,7,59,PM,Friday,Weekday,Dinner
773,1,108,1,20230113,2023-01-13,13,1,2023,2,1,181815,18:18:15,18,18,15,PM,Friday,Weekday,Dinner
773,2,112,1,20230113,2023-01-13,13,1,2023,2,1,181815,18:18:15,18,18,15,PM,Friday,Weekday,Dinner
774,1,104,1,20230113,2023-01-13,13,1,2023,2,1,183107,18:31:07,18,31,7,PM,Friday,Weekday,Dinner
774,2,131,1,20230113,2023-01-13,13,1,2023,2,1,183107,18:31:07,18,31,7,PM,Friday,Weekday,Dinner
775,1,101,1,20230113,2023-01-13,13,1,2023,2,1,184212,18:42:12,18,42,12,PM,Friday,Weekday,Dinner
775,2,112,1,20230113,2023-01-13,13,1,2023,2,1,184212,18:42:12,18,42,12,PM,Friday,Weekday,Dinner
775,3,119,1,20230113,2023-01-13,13,1,2023,2,1,184212,18:42:12,18,42,12,PM,Friday,Weekday,Dinner
775,4,124,1,20230113,2023-01-13,13,1,2023,2,1,184212,18:42:12,18,42,12,PM,Friday,Weekday,Dinner
776,1,106,1,20230113,2023-01-13,13,1,2023,2,1,185043,18:50:43,18,50,43,PM,Friday,Weekday,Dinner
776,2,131,1,20230113,2023-01-13,13,1,2023,2,1,185043,18:50:43,18,50,43,PM,Friday,Weekday,Dinner
777,1,101,1,20230113,2023-01-13,13,1,2023,2,1,191020,19:10:20,19,10,20,PM,Friday,Weekday,Dinner
777,2,114,1,20230113,2023-01-13,13,1,2023,2,1,191020,19:10:20,19,10,20,PM,Friday,Weekday,Dinner
778,1,105,1,20230113,2023-01-13,13,1,2023,2,1,191808,19:18:08,19,18,8,PM,Friday,Weekday,Dinner
778,2,117,1,20230113,2023-01-13,13,1,2023,2,1,191808,19:18:08,19,18,8,PM,Friday,Weekday,Dinner
778,3,119,1,20230113,2023-01-13,13,1,2023,2,1,191808,19:18:08,19,18,8,PM,Friday,Weekday,Dinner
778,4,125,1,20230113,2023-01-13,13,1,2023,2,1,191808,19:18:08,19,18,8,PM,Friday,Weekday,Dinner
779,1,108,1,20230113,2023-01-13,13,1,2023,2,1,191958,19:19:58,19,19,58,PM,Friday,Weekday,Dinner
779,2,110,1,20230113,2023-01-13,13,1,2023,2,1,191958,19:19:58,19,19,58,PM,Friday,Weekday,Dinner
779,3,117,2,20230113,2023-01-13,13,1,2023,2,1,191958,19:19:58,19,19,58,PM,Friday,Weekday,Dinner
780,1,107,1,20230113,2023-01-13,13,1,2023,2,1,201249,20:12:49,20,12,49,PM,Friday,Weekday,Evening Snack
780,2,110,1,20230113,2023-01-13,13,1,2023,2,1,201249,20:12:49,20,12,49,PM,Friday,Weekday,Evening Snack
781,1,105,2,20230113,2023-01-13,13,1,2023,2,1,203117,20:31:17,20,31,17,PM,Friday,Weekday,Evening Snack
781,2,110,1,20230113,2023-01-13,13,1,2023,2,1,203117,20:31:17,20,31,17,PM,Friday,Weekday,Evening Snack
781,3,132,1,20230113,2023-01-13,13,1,2023,2,1,203117,20:31:17,20,31,17,PM,Friday,Weekday,Evening Snack
782,1,106,1,20230113,2023-01-13,13,1,2023,2,1,203627,20:36:27,20,36,27,PM,Friday,Weekday,Evening Snack
782,2,116,1,20230113,2023-01-13,13,1,2023,2,1,203627,20:36:27,20,36,27,PM,Friday,Weekday,Evening Snack
783,1,106,1,20230113,2023-01-13,13,1,2023,2,1,211708,21:17:08,21,17,8,PM,Friday,Weekday,Evening Snack
783,2,131,1,20230113,2023-01-13,13,1,2023,2,1,211708,21:17:08,21,17,8,PM,Friday,Weekday,Evening Snack
783,3,132,1,20230113,2023-01-13,13,1,2023,2,1,211708,21:17:08,21,17,8,PM,Friday,Weekday,Evening Snack
784,1,111,1,20230113,2023-01-13,13,1,2023,2,1,213941,21:39:41,21,39,41,PM,Friday,Weekday,Evening Snack
785,1,105,1,20230114,2023-01-14,14,1,2023,2,1,112844,11:28:44,11,28,44,AM,Saturday,Weekend,Brunch
785,2,109,1,20230114,2023-01-14,14,1,2023,2,1,112844,11:28:44,11,28,44,AM,Saturday,Weekend,Brunch
786,1,124,1,20230114,2023-01-14,14,1,2023,2,1,113530,11:35:30,11,35,30,AM,Saturday,Weekend,Brunch
787,1,102,1,20230114,2023-01-14,14,1,2023,2,1,114530,11:45:30,11,45,30,AM,Saturday,Weekend,Brunch
787,2,122,1,20230114,2023-01-14,14,1,2023,2,1,114530,11:45:30,11,45,30,AM,Saturday,Weekend,Brunch
788,1,120,1,20230114,2023-01-14,14,1,2023,2,1,114619,11:46:19,11,46,19,AM,Saturday,Weekend,Brunch
789,1,131,1,20230114,2023-01-14,14,1,2023,2,1,115137,11:51:37,11,51,37,AM,Saturday,Weekend,Brunch
790,1,123,1,20230114,2023-01-14,14,1,2023,2,1,120730,12:07:30,12,7,30,PM,Saturday,Weekend,Lunch
790,2,124,1,20230114,2023-01-14,14,1,2023,2,1,120730,12:07:30,12,7,30,PM,Saturday,Weekend,Lunch
791,1,106,1,20230114,2023-01-14,14,1,2023,2,1,122354,12:23:54,12,23,54,PM,Saturday,Weekend,Lunch
791,2,113,1,20230114,2023-01-14,14,1,2023,2,1,122354,12:23:54,12,23,54,PM,Saturday,Weekend,Lunch
792,1,103,1,20230114,2023-01-14,14,1,2023,2,1,123748,12:37:48,12,37,48,PM,Saturday,Weekend,Lunch
792,2,119,1,20230114,2023-01-14,14,1,2023,2,1,123748,12:37:48,12,37,48,PM,Saturday,Weekend,Lunch
792,3,125,1,20230114,2023-01-14,14,1,2023,2,1,123748,12:37:48,12,37,48,PM,Saturday,Weekend,Lunch
792,4,127,1,20230114,2023-01-14,14,1,2023,2,1,123748,12:37:48,12,37,48,PM,Saturday,Weekend,Lunch
792,5,129,1,20230114,2023-01-14,14,1,2023,2,1,123748,12:37:48,12,37,48,PM,Saturday,Weekend,Lunch
792,6,130,1,20230114,2023-01-14,14,1,2023,2,1,123748,12:37:48,12,37,48,PM,Saturday,Weekend,Lunch
792,7,132,1,20230114,2023-01-14,14,1,2023,2,1,123748,12:37:48,12,37,48,PM,Saturday,Weekend,Lunch
793,1,119,1,20230114,2023-01-14,14,1,2023,2,1,123827,12:38:27,12,38,27,PM,Saturday,Weekend,Lunch
794,1,111,1,20230114,2023-01-14,14,1,2023,2,1,123916,12:39:16,12,39,16,PM,Saturday,Weekend,Lunch
795,1,124,1,20230114,2023-01-14,14,1,2023,2,1,124217,12:42:17,12,42,17,PM,Saturday,Weekend,Lunch
796,1,129,1,20230114,2023-01-14,14,1,2023,2,1,124309,12:43:09,12,43,9,PM,Saturday,Weekend,Lunch
797,1,118,1,20230114,2023-01-14,14,1,2023,2,1,125001,12:50:01,12,50,1,PM,Saturday,Weekend,Lunch
797,2,119,1,20230114,2023-01-14,14,1,2023,2,1,125001,12:50:01,12,50,1,PM,Saturday,Weekend,Lunch
797,3,132,1,20230114,2023-01-14,14,1,2023,2,1,125001,12:50:01,12,50,1,PM,Saturday,Weekend,Lunch
798,1,121,1,20230114,2023-01-14,14,1,2023,2,1,125030,12:50:30,12,50,30,PM,Saturday,Weekend,Lunch
798,2,124,1,20230114,2023-01-14,14,1,2023,2,1,125030,12:50:30,12,50,30,PM,Saturday,Weekend,Lunch
798,3,126,1,20230114,2023-01-14,14,1,2023,2,1,125030,12:50:30,12,50,30,PM,Saturday,Weekend,Lunch
