order_time_id,order_time,order_time_hour,order_time_minute,order_time_second,order_time_am_pm,order_eat_time
174301,17:43:01,17,43,1,PM,Afternoon Snack
174459,17:44:59,17,44,59,PM,Afternoon Snack
174653,17:46:53,17,46,53,PM,Afternoon Snack
175153,17:51:53,17,51,53,PM,Afternoon Snack
175425,17:54:25,17,54,25,PM,Afternoon Snack
175607,17:56:07,17,56,7,PM,Afternoon Snack
182851,18:28:51,18,28,51,PM,Dinner
184208,18:42:08,18,42,8,PM,Dinner
184404,18:44:04,18,44,4,PM,Dinner
185313,18:53:13,18,53,13,PM,Dinner
190250,19:02:50,19,2,50,PM,Dinner
192401,19:24:01,19,24,1,PM,Dinner
193525,19:35:25,19,35,25,PM,Dinner
193920,19:39:20,19,39,20,PM,Dinner
194314,19:43:14,19,43,14,PM,Dinner
200442,20:04:42,20,4,42,PM,Evening Snack
201933,20:19:33,20,19,33,PM,Evening Snack
202128,20:21:28,20,21,28,PM,Evening Snack
202341,20:23:41,20,23,41,PM,Evening Snack
202429,20:24:29,20,24,29,PM,Evening Snack
204055,20:40:55,20,40,55,PM,Evening Snack
204644,20:46:44,20,46,44,PM,Evening Snack
204812,20:48:12,20,48,12,PM,Evening Snack
210041,21:00:41,21,0,41,PM,Evening Snack
213648,21:36:48,21,36,48,PM,Evening Snack
222405,22:24:05,22,24,5,PM,Evening Snack
230231,23:02:31,23,2,31,PM,Late Night
111712,11:17:12,11,17,12,AM,Brunch
112828,11:28:28,11,28,28,AM,Brunch
114537,11:45:37,11,45,37,AM,Brunch
114656,11:46:56,11,46,56,AM,Brunch
115045,11:50:45,11,50,45,AM,Brunch
120054,12:00:54,12,0,54,PM,Lunch
120101,12:01:01,12,1,1,PM,Lunch
122942,12:29:42,12,29,42,PM,Lunch
124911,12:49:11,12,49,11,PM,Lunch
125453,12:54:53,12,54,53,PM,Lunch
125456,12:54:56,12,54,56,PM,Lunch
125529,12:55:29,12,55,29,PM,Lunch
125707,12:57:07,12,57,7,PM,Lunch
130058,13:00:58,13,0,58,PM,Lunch
131036,13:10:36,13,10,36,PM,Lunch
131410,13:14:10,13,14,10,PM,Lunch
134701,13:47:01,13,47,1,PM,Lunch
141045,14:10:45,14,10,45,PM,Afternoon Snack
141226,14:12:26,14,12,26,PM,Afternoon Snack
141537,14:15:37,14,15,37,PM,Afternoon Snack
141705,14:17:05,14,17,5,PM,Afternoon Snack
142911,14:29:11,14,29,11,PM,Afternoon Snack
145858,14:58:58,14,58,58,PM,Afternoon Snack
150102,15:01:02,15,1,2,PM,Afternoon Snack
152517,15:25:17,15,25,17,PM,Afternoon Snack
155001,15:50:01,15,50,1,PM,Afternoon Snack
160308,16:03:08,16,3,8,PM,Afternoon Snack
160524,16:05:24,16,5,24,PM,Afternoon Snack
160600,16:06:00,16,6,0,PM,Afternoon Snack
161221,16:12:21,16,12,21,PM,Afternoon Snack
162126,16:21:26,16,21,26,PM,Afternoon Snack
162221,16:22:21,16,22,21,PM,Afternoon Snack
163025,16:30:25,16,30,25,PM,Afternoon Snack
171100,17:11:00,17,11,0,PM,Afternoon Snack
171758,17:17:58,17,17,58,PM,Afternoon Snack
172407,17:24:07,17,24,7,PM,Afternoon Snack
173129,17:31:29,17,31,29,PM,Afternoon Snack
173333,17:33:33,17,33,33,PM,Afternoon Snack
174631,17:46:31,17,46,31,PM,Afternoon Snack
174643,17:46:43,17,46,43,PM,Afternoon Snack
174645,17:46:45,17,46,45,PM,Afternoon Snack
175042,17:50:42,17,50,42,PM,Afternoon Snack
175447,17:54:47,17,54,47,PM,Afternoon Snack
180749,18:07:49,18,7,49,PM,Dinner
180922,18:09:22,18,9,22,PM,Dinner
182201,18:22:01,18,22,1,PM,Dinner
183159,18:31:59,18,31,59,PM,Dinner
184557,18:45:57,18,45,57,PM,Dinner
185400,18:54:00,18,54,0,PM,Dinner
185710,18:57:10,18,57,10,PM,Dinner
190030,19:00:30,19,0,30,PM,Dinner
190656,19:06:56,19,6,56,PM,Dinner
191248,19:12:48,19,12,48,PM,Dinner
191306,19:13:06,19,13,6,PM,Dinner
191920,19:19:20,19,19,20,PM,Dinner
192324,19:23:24,19,23,24,PM,Dinner
193307,19:33:07,19,33,7,PM,Dinner
195121,19:51:21,19,51,21,PM,Dinner
200854,20:08:54,20,8,54,PM,Evening Snack
201135,20:11:35,20,11,35,PM,Evening Snack
202459,20:24:59,20,24,59,PM,Evening Snack
203101,20:31:01,20,31,1,PM,Evening Snack
205730,20:57:30,20,57,30,PM,Evening Snack
210124,21:01:24,21,1,24,PM,Evening Snack
211138,21:11:38,21,11,38,PM,Evening Snack
220412,22:04:12,22,4,12,PM,Evening Snack
220537,22:05:37,22,5,37,PM,Evening Snack
113840,11:38:40,11,38,40,AM,Brunch
122608,12:26:08,12,26,8,PM,Lunch
123739,12:37:39,12,37,39,PM,Lunch
124303,12:43:03,12,43,3,PM,Lunch
132555,13:25:55,13,25,55,PM,Lunch
133252,13:32:52,13,32,52,PM,Lunch
133433,13:34:33,13,34,33,PM,Lunch
135625,13:56:25,13,56,25,PM,Lunch
140436,14:04:36,14,4,36,PM,Afternoon Snack
140738,14:07:38,14,7,38,PM,Afternoon Snack
140826,14:08:26,14,8,26,PM,Afternoon Snack
142017,14:20:17,14,20,17,PM,Afternoon Snack
142357,14:23:57,14,23,57,PM,Afternoon Snack
144446,14:44:46,14,44,46,PM,Afternoon Snack
145938,14:59:38,14,59,38,PM,Afternoon Snack
150013,15:00:13,15,0,13,PM,Afternoon Snack
150857,15:08:57,15,8,57,PM,Afternoon Snack
151706,15:17:06,15,17,6,PM,Afternoon Snack
160514,16:05:14,16,5,14,PM,Afternoon Snack
160610,16:06:10,16,6,10,PM,Afternoon Snack
161738,16:17:38,16,17,38,PM,Afternoon Snack
163653,16:36:53,16,36,53,PM,Afternoon Snack
163931,16:39:31,16,39,31,PM,Afternoon Snack
164803,16:48:03,16,48,3,PM,Afternoon Snack
164915,16:49:15,16,49,15,PM,Afternoon Snack
170422,17:04:22,17,4,22,PM,Afternoon Snack
171839,17:18:39,17,18,39,PM,Afternoon Snack
173105,17:31:05,17,31,5,PM,Afternoon Snack
175034,17:50:34,17,50,34,PM,Afternoon Snack
180748,18:07:48,18,7,48,PM,Dinner
181044,18:10:44,18,10,44,PM,Dinner
181701,18:17:01,18,17,1,PM,Dinner
183223,18:32:23,18,32,23,PM,Dinner
184324,18:43:24,18,43,24,PM,Dinner
190606,19:06:06,19,6,6,PM,Dinner
192606,19:26:06,19,26,6,PM,Dinner
193357,19:33:57,19,33,57,PM,Dinner
193622,19:36:22,19,36,22,PM,Dinner
193956,19:39:56,19,39,56,PM,Dinner
194003,19:40:03,19,40,3,PM,Dinner
194152,19:41:52,19,41,52,PM,Dinner
194323,19:43:23,19,43,23,PM,Dinner
194340,19:43:40,19,43,40,PM,Dinner
194456,19:44:56,19,44,56,PM,Dinner
194606,19:46:06,19,46,6,PM,Dinner
194750,19:47:50,19,47,50,PM,Dinner
195407,19:54:07,19,54,7,PM,Dinner
195632,19:56:32,19,56,32,PM,Dinner
195633,19:56:33,19,56,33,PM,Dinner
201300,20:13:00,20,13,0,PM,Evening Snack
202120,20:21:20,20,21,20,PM,Evening Snack
202334,20:23:34,20,23,34,PM,Evening Snack
202910,20:29:10,20,29,10,PM,Evening Snack
202940,20:29:40,20,29,40,PM,Evening Snack
204047,20:40:47,20,40,47,PM,Evening Snack
204128,20:41:28,20,41,28,PM,Evening Snack
205929,20:59:29,20,59,29,PM,Evening Snack
211227,21:12:27,21,12,27,PM,Evening Snack
212308,21:23:08,21,23,8,PM,Evening Snack
212359,21:23:59,21,23,59,PM,Evening Snack
223211,22:32:11,22,32,11,PM,Evening Snack
122751,12:27:51,12,27,51,PM,Lunch
133003,13:30:03,13,30,3,PM,Lunch
133514,13:35:14,13,35,14,PM,Lunch
133553,13:35:53,13,35,53,PM,Lunch
134605,13:46:05,13,46,5,PM,Lunch
140111,14:01:11,14,1,11,PM,Afternoon Snack
141713,14:17:13,14,17,13,PM,Afternoon Snack
142102,14:21:02,14,21,2,PM,Afternoon Snack
143207,14:32:07,14,32,7,PM,Afternoon Snack
143244,14:32:44,14,32,44,PM,Afternoon Snack
144349,14:43:49,14,43,49,PM,Afternoon Snack
144505,14:45:05,14,45,5,PM,Afternoon Snack
144805,14:48:05,14,48,5,PM,Afternoon Snack
145029,14:50:29,14,50,29,PM,Afternoon Snack
150516,15:05:16,15,5,16,PM,Afternoon Snack
152905,15:29:05,15,29,5,PM,Afternoon Snack
160700,16:07:00,16,7,0,PM,Afternoon Snack
163654,16:36:54,16,36,54,PM,Afternoon Snack
165212,16:52:12,16,52,12,PM,Afternoon Snack
165921,16:59:21,16,59,21,PM,Afternoon Snack
170506,17:05:06,17,5,6,PM,Afternoon Snack
170854,17:08:54,17,8,54,PM,Afternoon Snack
172623,17:26:23,17,26,23,PM,Afternoon Snack
173014,17:30:14,17,30,14,PM,Afternoon Snack
174820,17:48:20,17,48,20,PM,Afternoon Snack
181226,18:12:26,18,12,26,PM,Dinner
183216,18:32:16,18,32,16,PM,Dinner
183910,18:39:10,18,39,10,PM,Dinner
185743,18:57:43,18,57,43,PM,Dinner
190515,19:05:15,19,5,15,PM,Dinner
190903,19:09:03,19,9,3,PM,Dinner
194147,19:41:47,19,41,47,PM,Dinner
194928,19:49:28,19,49,28,PM,Dinner
200154,20:01:54,20,1,54,PM,Evening Snack
200713,20:07:13,20,7,13,PM,Evening Snack
201940,20:19:40,20,19,40,PM,Evening Snack
204656,20:46:56,20,46,56,PM,Evening Snack
210040,21:00:40,21,0,40,PM,Evening Snack
210150,21:01:50,21,1,50,PM,Evening Snack
211732,21:17:32,21,17,32,PM,Evening Snack
213238,21:32:38,21,32,38,PM,Evening Snack
111557,11:15:57,11,15,57,AM,Brunch
112510,11:25:10,11,25,10,AM,Brunch
113333,11:33:33,11,33,33,AM,Brunch
115257,11:52:57,11,52,57,AM,Brunch
120355,12:03:55,12,3,55,PM,Lunch
120448,12:04:48,12,4,48,PM,Lunch
121049,12:10:49,12,10,49,PM,Lunch
124438,12:44:38,12,44,38,PM,Lunch
124734,12:47:34,12,47,34,PM,Lunch
125604,12:56:04,12,56,4,PM,Lunch
130245,13:02:45,13,2,45,PM,Lunch
130825,13:08:25,13,8,25,PM,Lunch
131518,13:15:18,13,15,18,PM,Lunch
132417,13:24:17,13,24,17,PM,Lunch
132732,13:27:32,13,27,32,PM,Lunch
134601,13:46:01,13,46,1,PM,Lunch
135121,13:51:21,13,51,21,PM,Lunch
135236,13:52:36,13,52,36,PM,Lunch
135436,13:54:36,13,54,36,PM,Lunch
140013,14:00:13,14,0,13,PM,Afternoon Snack
142110,14:21:10,14,21,10,PM,Afternoon Snack
142520,14:25:20,14,25,20,PM,Afternoon Snack
143257,14:32:57,14,32,57,PM,Afternoon Snack
143532,14:35:32,14,35,32,PM,Afternoon Snack
143813,14:38:13,14,38,13,PM,Afternoon Snack
144717,14:47:17,14,47,17,PM,Afternoon Snack
144746,14:47:46,14,47,46,PM,Afternoon Snack
145506,14:55:06,14,55,6,PM,Afternoon Snack
151430,15:14:30,15,14,30,PM,Afternoon Snack
154909,15:49:09,15,49,9,PM,Afternoon Snack
155850,15:58:50,15,58,50,PM,Afternoon Snack
160446,16:04:46,16,4,46,PM,Afternoon Snack
160802,16:08:02,16,8,2,PM,Afternoon Snack
163821,16:38:21,16,38,21,PM,Afternoon Snack
165211,16:52:11,16,52,11,PM,Afternoon Snack
170454,17:04:54,17,4,54,PM,Afternoon Snack
170636,17:06:36,17,6,36,PM,Afternoon Snack
180343,18:03:43,18,3,43,PM,Dinner
180856,18:08:56,18,8,56,PM,Dinner
181006,18:10:06,18,10,6,PM,Dinner
183722,18:37:22,18,37,22,PM,Dinner
192111,19:21:11,19,21,11,PM,Dinner
193250,19:32:50,19,32,50,PM,Dinner
193323,19:33:23,19,33,23,PM,Dinner
194241,19:42:41,19,42,41,PM,Dinner
205838,20:58:38,20,58,38,PM,Evening Snack
205951,20:59:51,20,59,51,PM,Evening Snack
211255,21:12:55,21,12,55,PM,Evening Snack
212319,21:23:19,21,23,19,PM,Evening Snack
213751,21:37:51,21,37,51,PM,Evening Snack
112330,11:23:30,11,23,30,AM,Brunch
114740,11:47:40,11,47,40,AM,Brunch
115719,11:57:19,11,57,19,AM,Brunch
121915,12:19:15,12,19,15,PM,Lunch
122121,12:21:21,12,21,21,PM,Lunch
122755,12:27:55,12,27,55,PM,Lunch
123412,12:34:12,12,34,12,PM,Lunch
125617,12:56:17,12,56,17,PM,Lunch
125635,12:56:35,12,56,35,PM,Lunch
130008,13:00:08,13,0,8,PM,Lunch
130438,13:04:38,13,4,38,PM,Lunch
130550,13:05:50,13,5,50,PM,Lunch
132120,13:21:20,13,21,20,PM,Lunch
132302,13:23:02,13,23,2,PM,Lunch
133108,13:31:08,13,31,8,PM,Lunch
133846,13:38:46,13,38,46,PM,Lunch
133850,13:38:50,13,38,50,PM,Lunch
134925,13:49:25,13,49,25,PM,Lunch
143225,14:32:25,14,32,25,PM,Afternoon Snack
143338,14:33:38,14,33,38,PM,Afternoon Snack
143950,14:39:50,14,39,50,PM,Afternoon Snack
153222,15:32:22,15,32,22,PM,Afternoon Snack
153713,15:37:13,15,37,13,PM,Afternoon Snack
154422,15:44:22,15,44,22,PM,Afternoon Snack
154827,15:48:27,15,48,27,PM,Afternoon Snack
160740,16:07:40,16,7,40,PM,Afternoon Snack
161956,16:19:56,16,19,56,PM,Afternoon Snack
162731,16:27:31,16,27,31,PM,Afternoon Snack
163455,16:34:55,16,34,55,PM,Afternoon Snack
170103,17:01:03,17,1,3,PM,Afternoon Snack
171426,17:14:26,17,14,26,PM,Afternoon Snack
171531,17:15:31,17,15,31,PM,Afternoon Snack
172655,17:26:55,17,26,55,PM,Afternoon Snack
172919,17:29:19,17,29,19,PM,Afternoon Snack
174602,17:46:02,17,46,2,PM,Afternoon Snack
175616,17:56:16,17,56,16,PM,Afternoon Snack
180016,18:00:16,18,0,16,PM,Dinner
180251,18:02:51,18,2,51,PM,Dinner
180625,18:06:25,18,6,25,PM,Dinner
181602,18:16:02,18,16,2,PM,Dinner
181738,18:17:38,18,17,38,PM,Dinner
182207,18:22:07,18,22,7,PM,Dinner
182223,18:22:23,18,22,23,PM,Dinner
183126,18:31:26,18,31,26,PM,Dinner
183359,18:33:59,18,33,59,PM,Dinner
183754,18:37:54,18,37,54,PM,Dinner
184801,18:48:01,18,48,1,PM,Dinner
184915,18:49:15,18,49,15,PM,Dinner
191645,19:16:45,19,16,45,PM,Dinner
200501,20:05:01,20,5,1,PM,Evening Snack
200527,20:05:27,20,5,27,PM,Evening Snack
200737,20:07:37,20,7,37,PM,Evening Snack
200927,20:09:27,20,9,27,PM,Evening Snack
201032,20:10:32,20,10,32,PM,Evening Snack
201748,20:17:48,20,17,48,PM,Evening Snack
204311,20:43:11,20,43,11,PM,Evening Snack
210304,21:03:04,21,3,4,PM,Evening Snack
210329,21:03:29,21,3,29,PM,Evening Snack
210559,21:05:59,21,5,59,PM,Evening Snack
221001,22:10:01,22,10,1,PM,Evening Snack
221138,22:11:38,22,11,38,PM,Evening Snack
222225,22:22:25,22,22,25,PM,Evening Snack
222526,22:25:26,22,25,26,PM,Evening Snack
112833,11:28:33,11,28,33,AM,Brunch
113634,11:36:34,11,36,34,AM,Brunch
113850,11:38:50,11,38,50,AM,Brunch
114942,11:49:42,11,49,42,AM,Brunch
115041,11:50:41,11,50,41,AM,Brunch
115546,11:55:46,11,55,46,AM,Brunch
115842,11:58:42,11,58,42,AM,Brunch
120416,12:04:16,12,4,16,PM,Lunch
120940,12:09:40,12,9,40,PM,Lunch
121639,12:16:39,12,16,39,PM,Lunch
121709,12:17:09,12,17,9,PM,Lunch
121950,12:19:50,12,19,50,PM,Lunch
122011,12:20:11,12,20,11,PM,Lunch
122031,12:20:31,12,20,31,PM,Lunch
124552,12:45:52,12,45,52,PM,Lunch
124743,12:47:43,12,47,43,PM,Lunch
130752,13:07:52,13,7,52,PM,Lunch
132108,13:21:08,13,21,8,PM,Lunch
133425,13:34:25,13,34,25,PM,Lunch
133757,13:37:57,13,37,57,PM,Lunch
134542,13:45:42,13,45,42,PM,Lunch
142148,14:21:48,14,21,48,PM,Afternoon Snack
142649,14:26:49,14,26,49,PM,Afternoon Snack
144645,14:46:45,14,46,45,PM,Afternoon Snack
150114,15:01:14,15,1,14,PM,Afternoon Snack
151601,15:16:01,15,16,1,PM,Afternoon Snack
152830,15:28:30,15,28,30,PM,Afternoon Snack
152924,15:29:24,15,29,24,PM,Afternoon Snack
154315,15:43:15,15,43,15,PM,Afternoon Snack
162611,16:26:11,16,26,11,PM,Afternoon Snack
163545,16:35:45,16,35,45,PM,Afternoon Snack
164016,16:40:16,16,40,16,PM,Afternoon Snack
165619,16:56:19,16,56,19,PM,Afternoon Snack
172853,17:28:53,17,28,53,PM,Afternoon Snack
173136,17:31:36,17,31,36,PM,Afternoon Snack
181514,18:15:14,18,15,14,PM,Dinner
181557,18:15:57,18,15,57,PM,Dinner
182414,18:24:14,18,24,14,PM,Dinner
184420,18:44:20,18,44,20,PM,Dinner
184806,18:48:06,18,48,6,PM,Dinner
190012,19:00:12,19,0,12,PM,Dinner
190534,19:05:34,19,5,34,PM,Dinner
195425,19:54:25,19,54,25,PM,Dinner
204618,20:46:18,20,46,18,PM,Evening Snack
210910,21:09:10,21,9,10,PM,Evening Snack
212432,21:24:32,21,24,32,PM,Evening Snack
212858,21:28:58,21,28,58,PM,Evening Snack
214142,21:41:42,21,41,42,PM,Evening Snack
222844,22:28:44,22,28,44,PM,Evening Snack
114336,11:43:36,11,43,36,AM,Brunch
115211,11:52:11,11,52,11,AM,Brunch
115501,11:55:01,11,55,1,AM,Brunch
121446,12:14:46,12,14,46,PM,Lunch
121902,12:19:02,12,19,2,PM,Lunch
122617,12:26:17,12,26,17,PM,Lunch
122653,12:26:53,12,26,53,PM,Lunch
123931,12:39:31,12,39,31,PM,Lunch
124539,12:45:39,12,45,39,PM,Lunch
130651,13:06:51,13,6,51,PM,Lunch
130852,13:08:52,13,8,52,PM,Lunch
132339,13:23:39,13,23,39,PM,Lunch
132710,13:27:10,13,27,10,PM,Lunch
132741,13:27:41,13,27,41,PM,Lunch
133316,13:33:16,13,33,16,PM,Lunch
133652,13:36:52,13,36,52,PM,Lunch
133942,13:39:42,13,39,42,PM,Lunch
134220,13:42:20,13,42,20,PM,Lunch
135107,13:51:07,13,51,7,PM,Lunch
135535,13:55:35,13,55,35,PM,Lunch
141332,14:13:32,14,13,32,PM,Afternoon Snack
142436,14:24:36,14,24,36,PM,Afternoon Snack
142824,14:28:24,14,28,24,PM,Afternoon Snack
143952,14:39:52,14,39,52,PM,Afternoon Snack
151101,15:11:01,15,11,1,PM,Afternoon Snack
152655,15:26:55,15,26,55,PM,Afternoon Snack
160152,16:01:52,16,1,52,PM,Afternoon Snack
160423,16:04:23,16,4,23,PM,Afternoon Snack
160553,16:05:53,16,5,53,PM,Afternoon Snack
160741,16:07:41,16,7,41,PM,Afternoon Snack
164057,16:40:57,16,40,57,PM,Afternoon Snack
164809,16:48:09,16,48,9,PM,Afternoon Snack
174755,17:47:55,17,47,55,PM,Afternoon Snack
181540,18:15:40,18,15,40,PM,Dinner
183841,18:38:41,18,38,41,PM,Dinner
184429,18:44:29,18,44,29,PM,Dinner
184558,18:45:58,18,45,58,PM,Dinner
185335,18:53:35,18,53,35,PM,Dinner
185540,18:55:40,18,55,40,PM,Dinner
185820,18:58:20,18,58,20,PM,Dinner
185929,18:59:29,18,59,29,PM,Dinner
192349,19:23:49,19,23,49,PM,Dinner
193208,19:32:08,19,32,8,PM,Dinner
193645,19:36:45,19,36,45,PM,Dinner
201535,20:15:35,20,15,35,PM,Evening Snack
203753,20:37:53,20,37,53,PM,Evening Snack
203852,20:38:52,20,38,52,PM,Evening Snack
204146,20:41:46,20,41,46,PM,Evening Snack
205055,20:50:55,20,50,55,PM,Evening Snack
210442,21:04:42,21,4,42,PM,Evening Snack
212753,21:27:53,21,27,53,PM,Evening Snack
224410,22:44:10,22,44,10,PM,Evening Snack
112525,11:25:25,11,25,25,AM,Brunch
113032,11:30:32,11,30,32,AM,Brunch
113742,11:37:42,11,37,42,AM,Brunch
113914,11:39:14,11,39,14,AM,Brunch
121729,12:17:29,12,17,29,PM,Lunch
122046,12:20:46,12,20,46,PM,Lunch
122656,12:26:56,12,26,56,PM,Lunch
123642,12:36:42,12,36,42,PM,Lunch
133418,13:34:18,13,34,18,PM,Lunch
134121,13:41:21,13,41,21,PM,Lunch
134649,13:46:49,13,46,49,PM,Lunch
134956,13:49:56,13,49,56,PM,Lunch
141417,14:14:17,14,14,17,PM,Afternoon Snack
141934,14:19:34,14,19,34,PM,Afternoon Snack
142330,14:23:30,14,23,30,PM,Afternoon Snack
142535,14:25:35,14,25,35,PM,Afternoon Snack
142651,14:26:51,14,26,51,PM,Afternoon Snack
144316,14:43:16,14,43,16,PM,Afternoon Snack
150716,15:07:16,15,7,16,PM,Afternoon Snack
151751,15:17:51,15,17,51,PM,Afternoon Snack
153257,15:32:57,15,32,57,PM,Afternoon Snack
160256,16:02:56,16,2,56,PM,Afternoon Snack
161242,16:12:42,16,12,42,PM,Afternoon Snack
164958,16:49:58,16,49,58,PM,Afternoon Snack
165101,16:51:01,16,51,1,PM,Afternoon Snack
165340,16:53:40,16,53,40,PM,Afternoon Snack
171132,17:11:32,17,11,32,PM,Afternoon Snack
172231,17:22:31,17,22,31,PM,Afternoon Snack
173017,17:30:17,17,30,17,PM,Afternoon Snack
173230,17:32:30,17,32,30,PM,Afternoon Snack
173825,17:38:25,17,38,25,PM,Afternoon Snack
174925,17:49:25,17,49,25,PM,Afternoon Snack
180046,18:00:46,18,0,46,PM,Dinner
180230,18:02:30,18,2,30,PM,Dinner
181418,18:14:18,18,14,18,PM,Dinner
182428,18:24:28,18,24,28,PM,Dinner
182457,18:24:57,18,24,57,PM,Dinner
183230,18:32:30,18,32,30,PM,Dinner
185013,18:50:13,18,50,13,PM,Dinner
190349,19:03:49,19,3,49,PM,Dinner
192842,19:28:42,19,28,42,PM,Dinner
192851,19:28:51,19,28,51,PM,Dinner
193117,19:31:17,19,31,17,PM,Dinner
194617,19:46:17,19,46,17,PM,Dinner
195711,19:57:11,19,57,11,PM,Dinner
200640,20:06:40,20,6,40,PM,Evening Snack
200705,20:07:05,20,7,5,PM,Evening Snack
200717,20:07:17,20,7,17,PM,Evening Snack
200916,20:09:16,20,9,16,PM,Evening Snack
201118,20:11:18,20,11,18,PM,Evening Snack
202602,20:26:02,20,26,2,PM,Evening Snack
202712,20:27:12,20,27,12,PM,Evening Snack
205447,20:54:47,20,54,47,PM,Evening Snack
210503,21:05:03,21,5,3,PM,Evening Snack
210529,21:05:29,21,5,29,PM,Evening Snack
210539,21:05:39,21,5,39,PM,Evening Snack
210605,21:06:05,21,6,5,PM,Evening Snack
210802,21:08:02,21,8,2,PM,Evening Snack
212025,21:20:25,21,20,25,PM,Evening Snack
212554,21:25:54,21,25,54,PM,Evening Snack
213508,21:35:08,21,35,8,PM,Evening Snack
214927,21:49:27,21,49,27,PM,Evening Snack
220703,22:07:03,22,7,3,PM,Evening Snack
224602,22:46:02,22,46,2,PM,Evening Snack
113103,11:31:03,11,31,3,AM,Brunch
114404,11:44:04,11,44,4,AM,Brunch
115654,11:56:54,11,56,54,AM,Brunch
132153,13:21:53,13,21,53,PM,Lunch
133147,13:31:47,13,31,47,PM,Lunch
140330,14:03:30,14,3,30,PM,Afternoon Snack
140732,14:07:32,14,7,32,PM,Afternoon Snack
141739,14:17:39,14,17,39,PM,Afternoon Snack
143752,14:37:52,14,37,52,PM,Afternoon Snack
145520,14:55:20,14,55,20,PM,Afternoon Snack
151238,15:12:38,15,12,38,PM,Afternoon Snack
154413,15:44:13,15,44,13,PM,Afternoon Snack
160142,16:01:42,16,1,42,PM,Afternoon Snack
160217,16:02:17,16,2,17,PM,Afternoon Snack
160702,16:07:02,16,7,2,PM,Afternoon Snack
160749,16:07:49,16,7,49,PM,Afternoon Snack
161308,16:13:08,16,13,8,PM,Afternoon Snack
161619,16:16:19,16,16,19,PM,Afternoon Snack
162344,16:23:44,16,23,44,PM,Afternoon Snack
171355,17:13:55,17,13,55,PM,Afternoon Snack
172103,17:21:03,17,21,3,PM,Afternoon Snack
172447,17:24:47,17,24,47,PM,Afternoon Snack
173356,17:33:56,17,33,56,PM,Afternoon Snack
175929,17:59:29,17,59,29,PM,Afternoon Snack
180504,18:05:04,18,5,4,PM,Dinner
180533,18:05:33,18,5,33,PM,Dinner
180626,18:06:26,18,6,26,PM,Dinner
181357,18:13:57,18,13,57,PM,Dinner
181453,18:14:53,18,14,53,PM,Dinner
181933,18:19:33,18,19,33,PM,Dinner
182038,18:20:38,18,20,38,PM,Dinner
182251,18:22:51,18,22,51,PM,Dinner
183305,18:33:05,18,33,5,PM,Dinner
185622,18:56:22,18,56,22,PM,Dinner
191225,19:12:25,19,12,25,PM,Dinner
191550,19:15:50,19,15,50,PM,Dinner
192354,19:23:54,19,23,54,PM,Dinner
200214,20:02:14,20,2,14,PM,Evening Snack
200822,20:08:22,20,8,22,PM,Evening Snack
201110,20:11:10,20,11,10,PM,Evening Snack
202606,20:26:06,20,26,6,PM,Evening Snack
202811,20:28:11,20,28,11,PM,Evening Snack
205635,20:56:35,20,56,35,PM,Evening Snack
205638,20:56:38,20,56,38,PM,Evening Snack
210100,21:01:00,21,1,0,PM,Evening Snack
210118,21:01:18,21,1,18,PM,Evening Snack
210717,21:07:17,21,7,17,PM,Evening Snack
212807,21:28:07,21,28,7,PM,Evening Snack
220940,22:09:40,22,9,40,PM,Evening Snack
224307,22:43:07,22,43,7,PM,Evening Snack
113207,11:32:07,11,32,7,AM,Brunch
113627,11:36:27,11,36,27,AM,Brunch
114046,11:40:46,11,40,46,AM,Brunch
114047,11:40:47,11,40,47,AM,Brunch
114412,11:44:12,11,44,12,AM,Brunch
114901,11:49:01,11,49,1,AM,Brunch
115436,11:54:36,11,54,36,AM,Brunch
121259,12:12:59,12,12,59,PM,Lunch
122717,12:27:17,12,27,17,PM,Lunch
122809,12:28:09,12,28,9,PM,Lunch
123248,12:32:48,12,32,48,PM,Lunch
123400,12:34:00,12,34,0,PM,Lunch
124350,12:43:50,12,43,50,PM,Lunch
131855,13:18:55,13,18,55,PM,Lunch
131952,13:19:52,13,19,52,PM,Lunch
132123,13:21:23,13,21,23,PM,Lunch
132702,13:27:02,13,27,2,PM,Lunch
133945,13:39:45,13,39,45,PM,Lunch
134626,13:46:26,13,46,26,PM,Lunch
140937,14:09:37,14,9,37,PM,Afternoon Snack
141856,14:18:56,14,18,56,PM,Afternoon Snack
143550,14:35:50,14,35,50,PM,Afternoon Snack
143556,14:35:56,14,35,56,PM,Afternoon Snack
143738,14:37:38,14,37,38,PM,Afternoon Snack
144545,14:45:45,14,45,45,PM,Afternoon Snack
150140,15:01:40,15,1,40,PM,Afternoon Snack
150728,15:07:28,15,7,28,PM,Afternoon Snack
150920,15:09:20,15,9,20,PM,Afternoon Snack
151935,15:19:35,15,19,35,PM,Afternoon Snack
155226,15:52:26,15,52,26,PM,Afternoon Snack
155621,15:56:21,15,56,21,PM,Afternoon Snack
160352,16:03:52,16,3,52,PM,Afternoon Snack
160722,16:07:22,16,7,22,PM,Afternoon Snack
161427,16:14:27,16,14,27,PM,Afternoon Snack
161540,16:15:40,16,15,40,PM,Afternoon Snack
161616,16:16:16,16,16,16,PM,Afternoon Snack
161831,16:18:31,16,18,31,PM,Afternoon Snack
162539,16:25:39,16,25,39,PM,Afternoon Snack
163415,16:34:15,16,34,15,PM,Afternoon Snack
